timestamp,scan_time,trade_date,code,name,price,change_pct,market_status,decision,buy_count,sell_count,rebound_count,trend_count,consolidate_buy_count,position_ratio,atr,rsi_6,macd_dif,macd_dea,macd_bar,ma5,ma10,ma20,volume_ratio,buy_signals_detail,sell_signals_detail,decision_reason,weight_system,shadow_price,shadow_result_5d,shadow_result_10d,result_filled
2026-04-28T14:10:10.477623,14:10:10,2026-04-28,sz002801,微光股份,30.64,-3.6174897766593226,弱势,WATCH,1,0,1,0,1,0.0,0.7761,10.69,-0.2701,-0.3297,0.0,31.772000000000002,32.114999999999995,31.439,0.0,"[""RSI=10.7<35+局部低点""]",[],信号不足[1/2],old,,,,
2026-04-28T14:20:10.456542,14:20:10,2026-04-28,sz002997,瑞鹄模具,28.7,-3.23668240053945,弱势,BUY,2,0,2,0,2,0.3,0.8135,4.62,-0.5471,-0.3804,0.0,30.053999999999995,31.005000000000003,30.8495,0.0,"[""RSI=4.6<25拐头↑+局部低点+量能确认"", ""触及布林下轨(28.61)""]",[],[弱势] RSI=4.6<25拐头↑+局部低点+量能确认 + 触及布林下轨(28.61),old,,,,
2026-04-28T14:20:10.456815,14:20:10,2026-04-28,sh603596,伯特利,44.52,-6.036302237230898,弱势,WATCH,0,0,0,1,1,0.0,1.2894,35.49,-0.3631,-0.6188,0.0,46.302,46.158,45.4705,0.0,[],[],信号不足[0/2],old,,,,
2026-04-28T14:20:10.456995,14:20:10,2026-04-28,sz002801,微光股份,30.67,-3.5231204781377716,弱势,WATCH,1,0,1,0,1,0.0,0.7761,10.81,-0.2678,-0.3293,0.0,31.778,32.118,31.4405,0.0,"[""RSI=10.8<35+局部低点""]",[],信号不足[1/2],old,,,,
2026-04-28T14:30:10.562930,14:30:10,2026-04-28,sz002997,瑞鹄模具,28.67,-3.3378287255562995,弱势,BUY,2,0,2,0,2,0.3,0.8135,4.58,-0.5494,-0.3809,0.0,30.048000000000002,31.002,30.848,0.0,"[""RSI=4.6<25拐头↑+局部低点+量能确认"", ""触及布林下轨(28.60)""]",[],[弱势] RSI=4.6<25拐头↑+局部低点+量能确认 + 触及布林下轨(28.60),old,,,,
2026-04-28T14:30:10.563229,14:30:10,2026-04-28,sh603596,伯特利,44.38,-6.331785563528915,弱势,WATCH,1,0,1,1,1,0.0,1.2908,34.49,-0.3734,-0.6209,0.0,46.275999999999996,46.144999999999996,45.464,0.0,"[""RSI=34.5<35+局部低点""]",[],信号不足[1/2],old,,,,
2026-04-28T14:30:10.563396,14:30:10,2026-04-28,sz002801,微光股份,30.62,-3.6804026423403533,弱势,WATCH,1,0,1,0,1,0.0,0.7761,10.61,-0.2717,-0.3301,0.0,31.768,32.113,31.438,0.0,"[""RSI=10.6<35+局部低点""]",[],信号不足[1/2],old,,,,
2026-04-28T14:40:13.918268,14:40:13,2026-04-28,sz002997,瑞鹄模具,28.72,-3.1692515171948794,弱势,BUY,2,0,2,0,2,0.3,0.8135,4.65,-0.5455,-0.3801,0.0,30.058,31.006999999999998,30.8505,0.0,"[""RSI=4.7<25拐头↑+局部低点+量能确认"", ""触及布林下轨(28.61)""]",[],[弱势] RSI=4.7<25拐头↑+局部低点+量能确认 + 触及布林下轨(28.61),old,,,,
2026-04-28T14:40:13.918551,14:40:13,2026-04-28,sh603596,伯特利,44.49,-6.099620092866189,弱势,WATCH,0,0,0,1,1,0.0,1.2908,35.25,-0.3655,-0.6193,0.0,46.29600000000001,46.155,45.469,0.0,[],[],信号不足[0/2],old,,,,
2026-04-28T14:40:13.918684,14:40:13,2026-04-28,sz002801,微光股份,30.63,-3.6489462094998433,弱势,WATCH,1,0,1,0,1,0.0,0.7802,10.65,-0.2709,-0.3299,0.0,31.77,32.114,31.4385,0.0,"[""RSI=10.7<35+局部低点""]",[],信号不足[1/2],old,,,,
2026-04-28T14:50:12.755076,14:50:12,2026-04-28,sz002997,瑞鹄模具,28.73,-3.1355360755225883,弱势,BUY,2,0,2,0,2,0.3,0.8135,4.67,-0.5447,-0.38,0.0,30.060000000000002,31.008,30.851,0.0,"[""RSI=4.7<25拐头↑+局部低点+量能确认"", ""触及布林下轨(28.62)""]",[],[弱势] RSI=4.7<25拐头↑+局部低点+量能确认 + 触及布林下轨(28.62),old,,,,
2026-04-28T14:50:12.755371,14:50:12,2026-04-28,sh603596,伯特利,44.47,-6.141831996623055,弱势,WATCH,0,0,0,1,1,0.0,1.2908,35.1,-0.3671,-0.6196,0.0,46.292,46.153,45.468,0.0,[],[],信号不足[0/2],old,,,,
2026-04-28T14:50:12.755512,14:50:12,2026-04-28,sz002801,微光股份,30.64,-3.6174897766593226,弱势,WATCH,1,0,1,0,1,0.0,0.7816,10.69,-0.2701,-0.3297,0.0,31.772000000000002,32.114999999999995,31.439,0.0,"[""RSI=10.7<35+局部低点""]",[],信号不足[1/2],old,,,,
2026-04-28T15:00:11.051464,15:00:11,2026-04-28,sz002997,瑞鹄模具,28.77,-3.0006743088334478,弱势,BUY,2,0,2,0,2,0.3,0.8135,4.73,-0.5415,-0.3793,0.0,30.068,31.012,30.853,0.0,"[""RSI=4.7<25拐头↑+局部低点+量能确认"", ""触及布林下轨(28.63)""]",[],[弱势] RSI=4.7<25拐头↑+局部低点+量能确认 + 触及布林下轨(28.63),old,,,,
2026-04-28T15:00:11.051736,15:00:11,2026-04-28,sh603596,伯特利,44.59,-5.88856057408189,弱势,WATCH,0,0,0,1,1,0.0,1.2908,36.05,-0.3575,-0.6177,0.0,46.316,46.165,45.474000000000004,0.0,[],[],信号不足[0/2],old,,,,
2026-04-28T15:00:11.051892,15:00:11,2026-04-28,sz002801,微光股份,30.63,-3.6489462094998433,弱势,WATCH,1,0,1,0,1,0.0,0.7816,10.65,-0.2709,-0.3299,0.0,31.77,32.114,31.4385,0.0,"[""RSI=10.7<35+局部低点""]",[],信号不足[1/2],old,,,,
2026-04-29T10:03:18.979130,10:03:18,2026-04-29,sz002997,瑞鹄模具,29.11,1.181786583246437,弱势,WATCH,3,0,3,0,2,0.3,0.7638,11.04,-0.6118,-0.4173,0.0,29.613999999999997,30.756999999999998,30.8335,0.0,"[""RSI=11.0<30拐头↑+局部低点(无量能确认)"", ""触及布林下轨(28.55)"", ""量比=0.25<0.6""]",[],【资金否决】主力净流出-2223万,old,,,,
2026-04-29T10:03:18.979858,10:03:18,2026-04-29,sh603596,伯特利,45.72,2.5342004933841564,弱势,WATCH,1,0,1,1,2,0.0,1.1923,47.19,-0.3281,-0.527,0.0,46.262,46.157,45.562,0.0,"[""量比=0.39<0.6""]",[],信号不足[1/2],old,,,,
2026-04-29T10:03:18.980052,10:03:18,2026-04-29,sz002801,微光股份,32.01,4.505386875612142,弱势,WATCH,0,0,0,0,0,0.0,0.8624,42.67,-0.2251,-0.3003,0.0,31.627999999999997,32.138,31.5275,0.0,[],[],信号不足[0/2],old,,,,
2026-04-29T10:10:56.093608,10:10:56,2026-04-29,sz002997,瑞鹄模具,29.25,1.6684045881126188,弱势,WATCH,2,0,2,0,2,0.3,0.7638,14.8,-0.6006,-0.4151,0.0,29.642000000000003,30.770999999999997,30.8405,0.0,"[""RSI=14.8<30拐头↑+局部低点(无量能确认)"", ""量比=0.29<0.6""]",[],【资金否决】主力净流出-2223万,old,,,,
